supplier_id,suplier_name,service_zips,product_categories,customer_satisfaction_score,can_mail_order?
SUP-0571,Health Prosthetics Partners #571,"2159, 2218, 2263, 2265, 10090, 10250, 60743, 77263, 90197","back brace, cpm machine, ice machine, patient lift, knee scooter, glucose meter, ankle brace",4.8,y
SUP-0572,Elite Ortho Co #572,"77217-77231, 77105, 77038","tens unit, cane",no ratings yet,n
SUP-0573,Care Devices Center #573,60729-60770,cpap,8.4,n
SUP-0574,Metro Health Center #574,2149-2239,"blood pressure monitor, back brace",4.6,y
SUP-0575,Med Ortho Inc #575,"2109, 2349, 10107, 10113, 10115, 10135, 10209, 60606, 60620, 60784, 60825, 60887, 90055, 90087, 90192",ice machine,5.2,y
SUP-0576,Regional Wellness Center #576,"2133, 2263, 10054, 10208, 10222, 60675, 60698, 77096, 90008, 90073, 90138, 90188",shower chair,5.7,n
SUP-0577,Prime Rehab Hub #577,"2114, 2189, 10091, 10282, 60730, 60865, 77082, 77199, 77226, 90076, 90289",crutches,4.8,y
SUP-0578,Elite Rehab Express #578,77241-77290,"heating pad, ankle brace, oxygen, rollator, cervical collar, back brace, cpap, traction device",6.8,n
SUP-0579,Health Mobility Partners #579,"10141, 60702, 77089, 77114, 90116, 90172","shower chair, walker, glucose meter, rollator, crutches",7.9,n
SUP-0580,Health Wellness Group #580,"77118-77157, 77138, 77191, 2188, 60681, 60772","ankle brace, heating pad, blood pressure monitor",8.4,n
SUP-0581,Home Solutions Plus #581,"2339, 10061, 10090, 60698, 60740, 77058, 77107, 77109, 77150, 77238, 77283, 90277","ankle brace, commode, cpm machine",9.2,y
SUP-0582,DME Services Group #582,"2283, 60760, 60765, 77052, 90081, 90158","cane, cervical collar, walker, compression stockings, tens unit, patient lift",7.3,y
SUP-0583,Sunrise Mobility Depot #583,"77089, 90007, 90066","cervical collar, glucose meter, cpap, back brace, cpm machine, wheelchair, oxygen, nebulizer",8.5,n
SUP-0584,Med Equipment Express #584,"2154, 2193, 2225, 2246, 2266, 2280, 60662, 60768, 60769, 77068, 90227, 90264, 90270","cpm machine, rollator, hospital bed, tens unit, walker, back brace, compression stockings, cpap, patient lift, oxygen, ice machine, cane, nebulizer, traction device, cervical collar, heating pad, wheelchair, crutches",7.8,n
SUP-0585,Allied Therapeutics LLC #585,"2114, 2266, 60607, 60723","knee scooter, oxygen",5.5,n
SUP-0586,FirstChoice Services Corp #586,"2108, 10156, 77180, 77245, 90126","crutches, oxygen",7.8,n
SUP-0587,Allied Rehab Group #587,"2322, 10079, 60740, 77112","cpm machine, crutches, wheelchair, traction device",7.7,y
SUP-0588,Vital Rehab Corp #588,00100-99999,"hospital bed, rollator, tens unit, ankle brace",8.9,n
SUP-0589,Home Prosthetics Direct #589,"2148, 2163, 2175, 2260, 2335, 10176, 60644, 60700, 60881, 77086, 77131, 77180, 90007, 90284","compression stockings, knee scooter, walker, patient lift, ankle brace, heating pad, cervical collar, tens unit, crutches",9.7,n
SUP-0590,Pacific Supply Direct #590,"2305, 2366, 2367, 10048, 10066, 10285, 60616, 60670, 60679, 60829, 77016, 90007, 90039, 90094, 90219","hospital bed, wheelchair, compression stockings, walker, blood pressure monitor, patient lift, tens unit, traction device, nebulizer, back brace, commode, crutches, cpap, glucose meter, cervical collar, knee scooter, shower chair, ankle brace, ice machine, rollator",7.2,n
SUP-0591,Sunrise Wellness Co #591,"60793, 77123, 77179, 77283","knee scooter, back brace",8.3,n
SUP-0592,Regional Equipment LLC #592,"2183, 10141, 10267, 60637, 60799, 60888, 77123, 77124, 90258","shower chair, rollator, crutches, walker, compression stockings, oxygen, knee scooter",7.1,y
SUP-0593,Home Wellness LLC #593,90127-90204,"knee scooter, rollator, back brace, wheelchair, blood pressure monitor",8.2,n
SUP-0594,National Mobility Hub #594,77213-77254,shower chair,5.9,n
SUP-0595,Life Homecare Hub #595,"2214, 2305, 10090, 10137, 77025, 77146, 77192, 77262, 77299, 90091, 90170, 90234, 90284, 90292","heating pad, blood pressure monitor",4.4,n
SUP-0596,Life Solutions Group #596,2114-2133,"hospital bed, glucose meter, wheelchair, compression stockings, traction device, back brace, ankle brace, cpm machine, cane",6.9,y
SUP-0597,ProCare Wellness Plus #597,"2168, 10037, 10288, 60899, 77032, 77051, 77198, 77273, 90048, 90150, 90266",crutches,no ratings yet,n
SUP-0598,Life Health Depot #598,60679-60745,"walker, back brace, traction device",6.6,n
SUP-0599,QuickMed Products Depot #599,10200-10298,"shower chair, ankle brace",no ratings yet,y
SUP-0600,Prime Rehab Group #600,"10030, 10033, 10058, 10188, 60866, 77111","traction device, blood pressure monitor, cpap",7.2,y
SUP-0601,Life Homecare Inc #601,00100-99999,"glucose meter, patient lift, tens unit, compression stockings",8.4,n
SUP-0602,Metro Supply LLC #602,"10025, 10031, 60650, 60826, 90144","cpap, blood pressure monitor, traction device, cpm machine, tens unit",6.4,y
SUP-0603,Prime Mobility Corp #603,2153-2231,"commode, cpm machine, cane, shower chair, glucose meter, hospital bed, cervical collar, tens unit, wheelchair, oxygen",5.4,n
SUP-0604,Med Services Co #604,90230-90288,"oxygen, rollator, walker",3.2,y
SUP-0605,Sunrise Ortho LLC #605,"2225, 10123, 10163, 10282, 60610, 60770, 60772, 60880, 77012, 77115, 77120, 77200, 90074, 90119",wheelchair,9.3,y
SUP-0606,Allied Services Depot #606,10267-10330,"ankle brace, cpap, glucose meter, traction device, walker, compression stockings, patient lift, back brace",6.2,n
SUP-0607,Metro Ortho Depot #607,77196-77272,"tens unit, ankle brace, blood pressure monitor, nebulizer, compression stockings",no ratings yet,n
SUP-0608,Prime Equipment LLC #608,"2160, 2243, 10161, 60640, 60875, 77038, 77106, 77120, 77185, 90282, 90289","shower chair, cpap, crutches",5.0,y
SUP-0609,FirstChoice Health Partners #609,"2107, 2168, 2238, 60868, 90053","nebulizer, ankle brace, hospital bed, ice machine, blood pressure monitor, crutches, patient lift",7.7,n
SUP-0610,Allied Mobility Plus #610,"2188, 2355, 10148, 10280, 60685, 60771, 90046","cervical collar, compression stockings, ankle brace, traction device, oxygen, heating pad, nebulizer",5.7,n
SUP-0611,Regional Wellness Corp #611,90037-90099,"hospital bed, rollator, commode, compression stockings, ice machine, cpm machine",7.8,n
SUP-0612,Atlantic Therapeutics Source #612,60630-60723,"wheelchair, cpap, nebulizer, back brace, heating pad",6.0,n
SUP-0613,Allied Devices Plus #613,"77131-77156, 2388, 90162, 77032, 10026, 10240","hospital bed, walker, rollator, blood pressure monitor, oxygen, compression stockings, ice machine, commode, patient lift",4.9,y
SUP-0614,Vital Products Direct #614,2146-2169,"cervical collar, cpm machine, compression stockings, hospital bed, crutches, ankle brace, commode, nebulizer",no ratings yet,y
SUP-0615,Central Therapeutics Direct #615,2188-2220,"compression stockings, nebulizer, commode",8.5,y
SUP-0616,Prime Medical Source #616,"2106, 10164, 10176, 10224, 10256, 60603, 60776, 60840, 77042, 77094, 77233, 77268, 90083, 90088, 90108",ankle brace,8.2,n
SUP-0617,DME Medical Co #617,"2396, 10086, 90167",oxygen,5.7,n
SUP-0618,Allied Rehab Plus #618,60820-60873,"glucose meter, cpap, heating pad, traction device",8.3,n
SUP-0619,Atlantic Prosthetics Partners #619,10234-10333,"ankle brace, shower chair, cane",6.6,n
SUP-0620,Atlantic Wellness Hub #620,2364-2426,"tens unit, glucose meter, ankle brace, wheelchair, heating pad, back brace",9.3,n
SUP-0621,ProCare Supply Hub #621,90042-90096,"traction device, walker, cane, wheelchair, hospital bed",7.3,n
SUP-0622,Elite Ortho Network #622,10066-10139,"traction device, patient lift, knee scooter, commode, wheelchair, cane, nebulizer, cpap",7.8,y
SUP-0623,Med Health Direct #623,"10083-10113, 77276, 77153, 90277, 77229","traction device, cervical collar, patient lift, tens unit, nebulizer, blood pressure monitor",6.5,n
SUP-0624,Sunrise Health Depot #624,"2354, 10180, 10183, 10229, 10237, 60784, 60897, 77159, 77179, 77232, 77297, 90120, 90144, 90289","wheelchair, cane, rollator",7.9,n
SUP-0625,Regional Devices Source #625,00100-99999,patient lift,5.8,n
SUP-0626,Home Therapeutics Depot #626,77055-77115,knee scooter,8.0,n
SUP-0627,National Prosthetics Group #627,2176-2262,"shower chair, glucose meter",7.8,n
SUP-0628,Elite Wellness Depot #628,2250-2350,"glucose meter, cervical collar, compression stockings, cpap, back brace, commode, nebulizer, hospital bed, crutches, ice machine, wheelchair",7.0,y
SUP-0629,Care Therapeutics Direct #629,"2173, 2285, 2326, 10148, 60716, 60803, 60804, 77101, 77280, 77281, 90231, 90240, 90293","glucose meter, rollator, back brace",6.6,y
SUP-0630,Home Wellness Source #630,77108-77145,"wheelchair, tens unit, ankle brace, heating pad, rollator, cane, cervical collar",5.4,n
SUP-0631,Life Rehab Co #631,"2259, 10108, 10241, 60696, 60891, 77006, 77069, 90020, 90089, 90136","back brace, cane, cpap, hospital bed, nebulizer, crutches, commode",5.4,n
SUP-0632,Med Ortho Plus #632,"2241-2291, 60755, 10024, 10246, 10239",nebulizer,8.6,n
SUP-0633,Metro Medical Hub #633,90246-90291,"rollator, commode, hospital bed, nebulizer, ice machine, crutches",7.4,n
SUP-0634,Vital Equipment Direct #634,10202-10283,"nebulizer, blood pressure monitor, oxygen, rollator, patient lift, cane, compression stockings, tens unit, commode, ice machine",7.3,y
SUP-0635,Vital Wellness Center #635,"2381, 10264, 77124","patient lift, cpm machine, back brace, blood pressure monitor, cane, oxygen",7.9,n
SUP-0636,Care Supply Corp #636,00100-99999,"crutches, traction device, patient lift, knee scooter, cervical collar, rollator, nebulizer, glucose meter, heating pad, wheelchair, cpm machine, ice machine, cane, back brace, ankle brace, walker, tens unit, oxygen, compression stockings, blood pressure monitor, commode, cpap, shower chair",6.8,y
SUP-0637,Sunrise Mobility LLC #637,60796-60889,"knee scooter, blood pressure monitor, cpm machine, ice machine, cervical collar, patient lift, compression stockings, walker, traction device, glucose meter, heating pad, wheelchair, cane, commode, crutches, nebulizer, oxygen",9.7,n
SUP-0638,Care Devices Group #638,"2292, 2327, 10226, 90205","tens unit, blood pressure monitor, heating pad, glucose meter",10.0,y
SUP-0639,Metro Solutions Co #639,"2282, 10216, 10253, 60778, 77061, 90296","nebulizer, cane, oxygen, heating pad, rollator, crutches, patient lift, cpm machine, walker, knee scooter",no ratings yet,y
SUP-0640,Regional Equipment Partners #640,90283-90369,"nebulizer, rollator, cervical collar, cpm machine, ankle brace, oxygen, traction device, patient lift, walker",7.0,n
SUP-0641,Atlantic Homecare Center #641,"2102, 2141, 2163, 2232, 2270, 60727, 60859, 60879, 77076, 77266, 77289, 90252","cpap, crutches, tens unit, blood pressure monitor, walker, ice machine, glucose meter, traction device, oxygen, back brace, heating pad, cane, knee scooter, nebulizer, shower chair, ankle brace, rollator, commode, patient lift, cervical collar, hospital bed, cpm machine, wheelchair, compression stockings",6.5,n
SUP-0642,Vital Homecare LLC #642,"2285, 2298, 10015, 60709, 60873, 77091, 77202, 90052, 90159, 90205, 90243, 90267",knee scooter,5.6,n
SUP-0643,Metro Equipment LLC #643,"2218, 2256, 10105, 60726, 60868","cane, glucose meter, traction device, cpap",4.2,n
SUP-0644,DME Solutions Corp #644,60710-60720,"hospital bed, compression stockings, crutches, tens unit, oxygen, back brace, knee scooter, nebulizer, rollator, commode",no ratings yet,n
SUP-0645,National Services LLC #645,00100-99999,"hospital bed, heating pad, ankle brace, cane, ice machine, nebulizer, compression stockings",no ratings yet,n
SUP-0646,Home Mobility LLC #646,"10080-10106, 2167, 60812","ice machine, commode, patient lift, cpm machine",no ratings yet,n
SUP-0647,ProCare Equipment Inc #647,"10012, 10083, 10227, 10274, 60738, 77090, 77108, 77285, 90257","back brace, commode, traction device, compression stockings",10.0,y
SUP-0648,FirstChoice Therapeutics Plus #648,77167-77228,"cervical collar, cane, ankle brace, heating pad, oxygen",no ratings yet,n
SUP-0649,Health Products Network #649,"2187, 2199, 10017, 10170, 60881, 60892, 77014, 77209, 77279, 77294, 90069, 90298","cpm machine, cane, walker",5.9,n
SUP-0650,Prime Wellness Source #650,10258-10346,rollator,7.5,n
SUP-0651,Allied Supply Inc #651,"2279, 10105, 10187, 60630, 60691, 60781, 60837, 77110, 77156, 77175, 90102, 90238","oxygen, ice machine",7.6,y
SUP-0652,Allied Services Corp #652,"2227-2257, 77074",back brace,6.5,y
SUP-0653,Sunrise Health Direct #653,"2334, 10028, 10199, 10229, 10267, 60626, 60687, 60747, 90175, 90203","wheelchair, rollator, oxygen, shower chair",8.1,n
SUP-0654,Prime Devices Direct #654,"10247, 10268, 90037, 90094",tens unit,7.6,y
SUP-0655,Vital Devices Partners #655,"2296, 2331, 10090, 10262, 60859, 77016, 77094, 77115, 90262, 90281","heating pad, knee scooter, tens unit, walker",no ratings yet,n
SUP-0656,FirstChoice Mobility Express #656,"90012-90032, 77263, 90231, 10265, 77295, 10094","walker, compression stockings, hospital bed, nebulizer, patient lift, oxygen, blood pressure monitor, commode, knee scooter, traction device, cpm machine",8.5,n
SUP-0657,Regional Devices Corp #657,"2375, 77029, 77148","oxygen, knee scooter",6.8,n
SUP-0658,National Homecare Corp #658,77115-77130,"back brace, tens unit, cervical collar, cpm machine",5.9,y
SUP-0659,Health Products Group #659,"77274-77291, 90133","glucose meter, blood pressure monitor, walker, patient lift",9.1,y
SUP-0660,Health Products Network #660,00100-99999,"commode, cpm machine, ankle brace, patient lift",9.4,n
SUP-0661,Elite Health Source #661,2232-2322,"compression stockings, knee scooter, cpap, glucose meter, cpm machine, wheelchair, hospital bed, cervical collar, walker, cane",6.2,n
SUP-0662,FirstChoice Equipment Plus #662,"2208, 2370, 77071, 77088, 90298","crutches, commode, walker, hospital bed, shower chair, compression stockings",no ratings yet,y
SUP-0663,Metro Wellness Depot #663,"10270-10288, 90040",hospital bed,no ratings yet,n
SUP-0664,Health Equipment Group #664,60674-60764,"cane, patient lift",7.3,y
SUP-0665,Med Supply Inc #665,90228-90258,"cervical collar, cpap, back brace, patient lift, walker",6.7,y
SUP-0666,Vital Solutions LLC #666,2173-2183,"cpap, ice machine, hospital bed, cervical collar, heating pad, crutches, wheelchair, traction device, cane, patient lift, blood pressure monitor",6.9,y
SUP-0667,National Services LLC #667,10185-10205,"cervical collar, commode, ice machine, oxygen, glucose meter, walker, traction device, wheelchair, crutches, nebulizer",6.6,n
SUP-0668,Atlantic Rehab Corp #668,10002-10031,"glucose meter, cervical collar, hospital bed, knee scooter, nebulizer, blood pressure monitor, cane",7.6,n
SUP-0669,Allied Equipment LLC #669,"2216, 60656, 60725, 60791, 77074","shower chair, tens unit, glucose meter, cervical collar, cpap",5.2,n
SUP-0670,Vital Prosthetics Group #670,"2283, 2387, 10006, 10179, 60743, 60866, 77118, 77151, 77183, 90225, 90244, 90269","heating pad, patient lift, nebulizer, cervical collar, cane, back brace, wheelchair, walker, tens unit, traction device, cpap",no ratings yet,n
SUP-0671,Central Supply Group #671,10071-10096,"cervical collar, hospital bed, ankle brace, ice machine, heating pad, back brace, cane, blood pressure monitor, nebulizer, tens unit, crutches, oxygen, traction device, walker, commode, glucose meter, rollator, cpap, shower chair, knee scooter, patient lift, wheelchair",6.4,n
SUP-0672,Home Homecare Express #672,60841-60903,"tens unit, walker, ankle brace, crutches, cane, cervical collar, back brace, patient lift, commode",9.8,n
SUP-0673,ProCare Therapeutics Source #673,90257-90306,"commode, cpm machine, blood pressure monitor, oxygen, hospital bed, cervical collar, compression stockings, shower chair, back brace",7.2,y
SUP-0674,Vital Devices Network #674,"2163, 2181, 10112, 60644, 60763, 60782, 60832, 60871, 77039, 77100, 77254, 90119, 90129, 90141",blood pressure monitor,7.2,y
SUP-0675,Life Therapeutics LLC #675,"2333, 2360, 2371, 10023, 10067, 10175, 60636, 77086, 77115, 77194, 77253, 90112",nebulizer,no ratings yet,y
SUP-0676,National Medical Partners #676,2357-2391,"wheelchair, heating pad, cervical collar, walker, traction device",no ratings yet,n
SUP-0677,QuickMed Health Express #677,77013-77098,"rollator, back brace, crutches, commode, cervical collar, knee scooter, blood pressure monitor, patient lift, cpap",5.7,n
SUP-0678,Home Ortho Source #678,"2120, 2261, 2275, 10269, 60697, 60702, 60740, 77297, 90051, 90139, 90297","back brace, walker, traction device, hospital bed, cpap, compression stockings, blood pressure monitor, cervical collar, nebulizer",no ratings yet,y
SUP-0679,National Therapeutics Network #679,"10256-10272, 60645, 77049, 60608, 77032",rollator,7.8,n
SUP-0680,Allied Wellness Corp #680,2172-2197,"back brace, heating pad, crutches, hospital bed, ice machine, cervical collar, knee scooter, walker, glucose meter, commode, wheelchair, nebulizer, compression stockings, cpm machine, cpap, rollator, ankle brace, tens unit",7.5,y
SUP-0681,Metro Homecare Network #681,77054-77101,"blood pressure monitor, cpap, hospital bed, knee scooter, traction device",no ratings yet,n
SUP-0682,Vital Rehab Network #682,10093-10116,"ice machine, compression stockings, hospital bed, glucose meter, blood pressure monitor, tens unit, rollator, nebulizer, walker, heating pad, knee scooter, cpap, back brace, cervical collar, traction device, ankle brace, shower chair",7.6,n
SUP-0683,Sunrise Ortho Direct #683,"2173, 10047, 10111, 10172, 10291, 60743, 60869, 60883, 77062, 77135, 77139, 77218, 77254, 90106, 90205",hospital bed,no ratings yet,n
SUP-0684,ProCare Prosthetics Direct #684,60695-60711,ice machine,7.8,n
SUP-0685,Life Supply Partners #685,"2344-2388, 90231, 60897","ankle brace, patient lift, shower chair, compression stockings, blood pressure monitor",6.3,n
SUP-0686,Pacific Medical Inc #686,"77256-77286, 90185","knee scooter, cervical collar",6.6,n
SUP-0687,Elite Health Co #687,"2322, 60776, 60863, 77042, 90035, 90231","compression stockings, traction device, rollator",6.0,y
SUP-0688,National Therapeutics Network #688,"2334-2370, 60723, 60724, 2314, 60875","cane, commode, knee scooter, ice machine",8.0,n
SUP-0689,Life Therapeutics Direct #689,"10034, 10180, 10184, 10204, 10213, 60898, 77282, 90075, 90103, 90135, 90198, 90215, 90242","cane, nebulizer, shower chair, patient lift, wheelchair, knee scooter, oxygen, back brace, crutches",7.6,n
SUP-0690,DME Supply Network #690,10180-10249,"ankle brace, heating pad, cpap, oxygen, crutches",9.5,n
SUP-0691,National Prosthetics Center #691,"77003-77039, 10032",heating pad,4.6,y
SUP-0692,Life Devices Direct #692,"2387, 10106, 10264, 60808, 60881, 77096, 90067, 90108, 90124","hospital bed, glucose meter, oxygen",6.7,y
SUP-0693,Home Therapeutics LLC #693,2234-2314,glucose meter,8.3,n
SUP-0694,Elite Equipment Co #694,90041-90124,"knee scooter, tens unit, heating pad",7.9,n
SUP-0695,Metro Solutions Group #695,77194-77237,"blood pressure monitor, cervical collar, tens unit, ankle brace, rollator, cane, shower chair, knee scooter",7.6,y
SUP-0696,Life Health LLC #696,60707-60767,ankle brace,7.6,n
SUP-0697,Med Supply Depot #697,"2127, 10021, 60614, 77031, 77067, 77070, 90102, 90155","cane, glucose meter",4.9,n
SUP-0698,Life Therapeutics Source #698,"2301, 10061, 77096, 90046",oxygen,7.2,y
SUP-0699,Atlantic Health Group #699,00100-99999,blood pressure monitor,8.1,n
SUP-0700,Med Services Source #700,60840-60913,"compression stockings, cpm machine, commode, traction device, walker",6.6,y
SUP-0701,Elite Ortho Center #701,77106-77178,"ice machine, shower chair, wheelchair, cpm machine, glucose meter",5.8,n
SUP-0702,Atlantic Rehab Depot #702,2186-2200,"rollator, ice machine, crutches, shower chair, oxygen, heating pad, hospital bed, ankle brace, cane, blood pressure monitor, patient lift, commode, compression stockings, knee scooter, walker",6.0,y
SUP-0703,Atlantic Services Inc #703,10005-10055,"compression stockings, knee scooter, rollator, glucose meter, cpap, patient lift, blood pressure monitor, hospital bed",7.2,n
SUP-0704,Sunrise Rehab Center #704,"10294-10330, 60653, 60658, 77107, 77105",nebulizer,8.0,n
SUP-0705,Central Health LLC #705,90168-90253,"crutches, ankle brace",9.8,n
SUP-0706,National Equipment Network #706,"10274-10317, 60693","nebulizer, cane, ice machine, crutches, cpm machine, glucose meter",3.5,n
SUP-0707,Vital Ortho Partners #707,10202-10250,"nebulizer, tens unit, cane, heating pad, shower chair, traction device, ankle brace, cpap, back brace",10.0,n
SUP-0708,Central Supply Inc #708,"2304, 10011, 10089, 10099, 10108, 10154, 10227, 60626, 60677, 60758, 77233, 77242, 90213, 90214","cpm machine, walker, commode, cervical collar, rollator, knee scooter, cane, tens unit, glucose meter",10.0,n
SUP-0709,Central Products Plus #709,90271-90311,"cpm machine, glucose meter, wheelchair, nebulizer, cpap",no ratings yet,n
SUP-0710,Med Services Express #710,77106-77204,nebulizer,no ratings yet,y
SUP-0711,Prime Wellness Network #711,"2133, 2256, 2284, 10215, 60641, 60644, 60700, 77129, 90014, 90256","cane, cervical collar, cpap, heating pad, hospital bed, knee scooter, oxygen, compression stockings, shower chair, wheelchair",no ratings yet,n
SUP-0712,National Prosthetics Hub #712,77237-77260,"ankle brace, knee scooter, commode, cpm machine, wheelchair, nebulizer, oxygen",6.7,y
SUP-0713,Central Supply Inc #713,"2107, 2244, 10101, 10109, 10201, 60686, 60760, 77260, 90133","compression stockings, crutches, hospital bed, commode, shower chair",10.0,n
SUP-0714,QuickMed Mobility LLC #714,77057-77095,back brace,7.1,y
SUP-0715,Sunrise Homecare Source #715,"2218, 10208, 60714, 77052, 77118, 77123, 77152, 77251, 90221","crutches, ankle brace, cane, commode, oxygen, nebulizer, wheelchair, cpap, tens unit, rollator",8.8,y
SUP-0716,Pacific Rehab Plus #716,"2175, 60879, 90169","cpm machine, blood pressure monitor, commode",8.2,n
SUP-0717,Elite Medical Plus #717,"2157-2169, 2365","cpap, oxygen, walker, commode, cervical collar, cane, rollator, crutches",5.4,y
SUP-0718,FirstChoice Homecare Partners #718,"60850-60876, 2143, 10028, 60725","oxygen, traction device, shower chair, nebulizer",no ratings yet,n
SUP-0719,Care Equipment Direct #719,"77183-77224, 77202","heating pad, compression stockings, wheelchair, blood pressure monitor, hospital bed",10.0,n
SUP-0720,ProCare Rehab Express #720,"2269, 2390, 10085, 60636, 60681, 60706, 60717, 60803, 60857, 77092, 77267, 90011, 90242","ice machine, knee scooter, rollator, heating pad, crutches, cane",6.3,n
SUP-0721,Home Wellness Depot #721,"2201, 2347, 60624, 77035, 77292, 90082, 90165",crutches,no ratings yet,y
SUP-0722,National Prosthetics Hub #722,"10002, 10011, 10103, 10283, 60629, 60720, 60724, 60884, 77216, 90157","traction device, patient lift, cervical collar, blood pressure monitor, cpm machine, wheelchair, compression stockings, ice machine, tens unit, rollator",5.6,n
SUP-0723,Regional Mobility Direct #723,"10134-10163, 60639, 77056, 2358, 60895, 90195","cervical collar, traction device, compression stockings, cpm machine, wheelchair, ice machine, patient lift, walker, crutches, shower chair",no ratings yet,n
SUP-0724,ProCare Therapeutics Inc #724,"2109, 2235, 2282, 10197, 10284, 60644, 90208, 90226, 90264","ice machine, knee scooter, ankle brace, patient lift",no ratings yet,n
SUP-0725,Med Ortho Inc #725,60725-60809,"shower chair, patient lift, rollator",7.2,y
SUP-0726,Regional Equipment Direct #726,2366-2434,"back brace, cpm machine, tens unit, cane, glucose meter, traction device",4.9,n
SUP-0727,DME Homecare Hub #727,10105-10181,wheelchair,6.1,y
SUP-0728,Home Solutions Depot #728,"2197, 90082, 90213","ankle brace, cervical collar",7.5,y
SUP-0729,FirstChoice Medical Network #729,2129-2154,"commode, cpap, patient lift, cpm machine, shower chair",7.5,n
SUP-0730,Sunrise Health Direct #730,"10291, 77080, 90151","nebulizer, crutches, traction device",no ratings yet,n
SUP-0731,Atlantic Products Corp #731,"2140, 2154, 2359, 2392, 10023, 10058, 10220, 10247, 60623, 60800, 60856, 60873, 77005, 77282",tens unit,6.7,n
SUP-0732,Home Wellness Source #732,10082-10137,"heating pad, walker, oxygen",6.7,y
SUP-0733,Home Services Depot #733,60836-60863,"hospital bed, blood pressure monitor, tens unit, nebulizer",4.8,n
SUP-0734,QuickMed Ortho Depot #734,77166-77251,"rollator, shower chair, hospital bed, blood pressure monitor, back brace, ankle brace, commode, cpap, cane, glucose meter, walker, oxygen, knee scooter, traction device, patient lift, nebulizer",7.4,n
SUP-0735,Metro Health Inc #735,2316-2334,cpm machine,no ratings yet,n
SUP-0736,Med Wellness Center #736,"2124, 2343, 2379, 10061, 10221, 10273, 60660, 60776, 77058, 77102, 77111, 90110, 90235","traction device, crutches, cpap, compression stockings, wheelchair",8.1,y
SUP-0737,Elite Medical Depot #737,"10105-10117, 10011, 60739","patient lift, blood pressure monitor, glucose meter, commode, oxygen, nebulizer, compression stockings, wheelchair, rollator, cpm machine",4.5,n
SUP-0738,Vital Prosthetics Inc #738,2319-2409,"rollator, blood pressure monitor",no ratings yet,n
SUP-0739,DME Health Plus #739,"2311, 10047, 10140, 60680, 60735, 60802, 77025, 77160, 77216, 77291, 77295, 90245",rollator,5.0,y
SUP-0740,Sunrise Medical Express #740,10299-10369,"tens unit, ankle brace, back brace, glucose meter, ice machine, cpm machine, compression stockings, wheelchair, traction device, blood pressure monitor, cane, rollator, heating pad, commode, walker",6.8,y
SUP-0741,Elite Rehab Hub #741,10178-10197,"wheelchair, shower chair, blood pressure monitor, patient lift, nebulizer, cervical collar, cpm machine, back brace, cane, ankle brace, cpap, tens unit, walker, glucose meter, commode, compression stockings, ice machine, traction device, oxygen, knee scooter",9.6,y
SUP-0742,Sunrise Prosthetics Direct #742,10283-10354,hospital bed,7.4,n
SUP-0743,Central Therapeutics Inc #743,"60723, 60756, 77098, 90065","cpap, blood pressure monitor",7.4,n
SUP-0744,Vital Devices Co #744,"10128-10141, 10117",commode,9.5,y
SUP-0745,Sunrise Products Group #745,"77204-77244, 90149",cpm machine,7.6,n
SUP-0746,Metro Wellness Source #746,"2282, 2333, 60602, 60656, 77202, 77249, 90143, 90234","back brace, heating pad",9.3,n
SUP-0747,Sunrise Wellness Corp #747,"2270, 2336, 60627, 77133, 77174",wheelchair,9.6,n
SUP-0748,ProCare Health Co #748,10139-10184,"blood pressure monitor, back brace, cpm machine, shower chair",10.0,y
SUP-0749,Regional Mobility Plus #749,00100-99999,"traction device, ice machine, patient lift",no ratings yet,y
SUP-0750,Vital Ortho Partners #750,"90173-90199, 77145, 10057, 60701, 90291, 90077","wheelchair, back brace, cane, patient lift, hospital bed",8.1,n
SUP-0751,Vital Wellness Direct #751,90266-90309,hospital bed,6.5,n
SUP-0752,Metro Equipment Co #752,"2315, 2373, 10080, 10176, 60608, 60694, 60743, 60811, 77213, 77252, 77263, 90065, 90155","cane, crutches",6.5,y
SUP-0753,ProCare Medical Plus #753,00100-99999,heating pad,8.1,n
SUP-0754,Prime Mobility Co #754,10142-10230,"knee scooter, commode",7.3,n
SUP-0755,Metro Products Inc #755,"2105, 2241, 2391, 10079, 10102, 10235, 60652, 77079, 77178, 90145, 90148, 90206",walker,5.9,n
SUP-0756,Allied Solutions Co #756,60877-60892,"cane, blood pressure monitor, oxygen, knee scooter, wheelchair, traction device, walker, cpap",4.5,n
SUP-0757,Med Products Direct #757,"77013-77043, 60740, 60689, 60838, 90140, 60770","shower chair, ankle brace, commode, heating pad",no ratings yet,n
SUP-0758,Elite Medical LLC #758,60862-60937,"compression stockings, hospital bed, rollator, back brace, cervical collar, walker, blood pressure monitor, patient lift",5.8,n
SUP-0759,Elite Therapeutics Hub #759,2376-2401,"back brace, shower chair, nebulizer, oxygen, tens unit, knee scooter, glucose meter, cpm machine, compression stockings, ice machine",8.1,n
SUP-0760,Atlantic Supply Plus #760,"2115, 60842, 77195, 90224","patient lift, oxygen, blood pressure monitor, heating pad",6.3,n
SUP-0761,ProCare Ortho Direct #761,"2305, 60837, 77203, 90002, 90185","cpm machine, crutches, glucose meter, traction device, cane, blood pressure monitor, ice machine, patient lift, cervical collar, walker",7.7,y
